time
0.021
0.000954
0.0
0.0
0.0
0.0
0.00191
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.000954
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.00191
0.0
0.0
0.0
0.0
0.000954
0.0
0.00119
0.0
0.0
0.0
0.0
0.0
0.00119
0.0
0.0
0.0
0.000954
0.0031
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00191
0.0
0.0
0.0
0.00191
0.0
0.00119
0.0
0.0
0.0
0.000954
0.00119
0.0
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.000954
0.0
0.00191
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00119
0.00119
0.00119
0.000954
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.000954
0.0
0.0
0.00119
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.00191
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.00215
0.000954
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.00215
0.000954
0.0
0.000954
0.0
0.0
0.00119
0.0
0.000954
0.0
0.000954
0.000954
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.000954
0.000954
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.000954
0.000954
0.0
0.0
0.000954
0.0
0.00191
0.0
0.0
0.0
0.0
0.0
0.0
0.00119
0.00119
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.00191
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00191
0.0
0.0
0.0
0.000954
0.000954
0.000954
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.00119
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.00119
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.00215
0.0
0.0
0.000954
0.0
0.00119
0.0
0.0
0.0
0.0
0.000954
0.0
0.00215
0.0
0.000954
0.000954
0.0
0.000954
0.0
0.0
0.0
0.000954
0.000954
0.0031
0.0
0.000954
0.0
0.0
0.000954
0.0
0.0
0.0
0.00119
0.00119
0.000954
0.0
0.0
0.000954
0.0
0.0
0.000954
0.000954
0.00119
0.00119
0.00119
0.00119
0.0
0.000954
0.00191
0.0
0.0
0.0
0.0
0.0
0.0
0.00191
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.000954
0.0
0.000954
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.000954
0.00119
0.00215
0.0
0.00119
0.000954
0.0
0.000954
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.00215
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.00191
0.0
0.0
0.0
0.0
0.000954
0.00215
0.00119
0.000954
0.0
0.0
0.00119
0.0
0.0
0.0
0.000954
0.0839
0.000954
0.000954
0.000954
0.0
0.0
0.0
0.00191
0.0
0.0
0.000954
0.000954
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.00119
0.0
0.000954
0.000954
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.00215
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.00119
0.0
0.000954
0.0
0.0
0.00191
0.00191
0.000954
0.000954
0.0
0.0
0.000954
0.0
0.000954
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.000954
0.00215
0.0
0.0
0.000954
0.0
0.0
0.00119
0.0
0.0
0.0
0.0
0.000954
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.0
0.000954
0.0
0.0
0.0
0.0
0.00215
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.000954
0.000954
0.0
0.0
0.0
0.0
0.000954
0.00191
0.0
0.0
0.0
0.0
0.000954
0.000954
0.0
0.000954
0.0
0.0
0.0
0.0
0.000954
0.00191
0.0191
0.00787
0.0
0.000954
0.000954
0.0
0.00119
0.000954
0.00381
0.0
0.000954
0.000954
0.000954
0.0
0.000954
0.0
0.000954
0.0
0.000954
0.0
0.00119
0.000954
0.000954
0.0
0.00501
0.000954
0.000954
0.0
0.0
0.0
0.0
0.000954
0.0
0.000954
0.0
0.00119
0.000954
0.0
0.0
0.000954
0.0
0.0
0.000954
0.000954
0.000954
0.0
0.000954
0.00215
0.00119
0.0
0.00215
0.0
0.00119
0.0
0.0
0.000954
0.0031
0.0
0.0
0.000954
0.000954
0.000954
0.000954
0.00215
0.0
0.0
0.0
0.0
0.000954
0.0
0.00191
0.0
0.00119
0.0
0.000954
0.000954
0.000954
0.000954
0.000954
0.000954
0.000954
0.000954
0.000954
0.000954
0.000954
0.000954
0.00215
0.00119
0.0
0.0
0.0
0.0
0.00215
0.00405
0.000954
0.0
0.00191
0.000954
0.0
0.0
0.00119
0.000954
0.00215
0.000954
0.000954
0.000954
0.000954
0.0
0.000954
0.0
0.0
0.000954
0.0
0.000954
0.000954
0.000954
0.000954
0.000954
0.00191
0.0
0.00119
0.000954
0.000954
0.000954
0.0
0.000954
0.0
